image_name,image_path,image_url,original_height,original_width,caption_reference_description,page_title
image_Ку_Бон_Му.jpg,data/image_Ку_Бон_Му.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b3/Koo_Bon-Moo.jpg,137,126,,Ку Бон Му
image_Mandovi_Bridge_(Goa).jpg,data/image_Mandovi_Bridge_(Goa).jpg,https://upload.wikimedia.org/wikipedia/commons/e/e8/Mandovi_Bridge.png,638,1298,,Mandovi Bridge (Goa)
image_Cascadia.jpg,data/image_Cascadia.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7b/Cascadiasoccerflag.jpg,423,1000,,Cascadia
image_धौलाधार.jpg,data/image_धौलाधार.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4f/Montaro_Dhauladhar_%28foto_de_Dharamsala%29.jpg,480,640,,धौलाधार
image_आचार्य.jpg,data/image_आचार्य.jpg,https://upload.wikimedia.org/wikipedia/commons/0/01/Gurukul.jpg,216,288,,आचार्य
image_興仁寺.jpg,data/image_興仁寺.jpg,https://upload.wikimedia.org/wikipedia/commons/3/35/Mongolia_GerTemple01.JPG,480,640,,興仁寺
image_Choi_Yoon-so.jpg,data/image_Choi_Yoon-so.jpg,https://upload.wikimedia.org/wikipedia/commons/2/25/191231_%EC%B5%9C%EC%9C%A4%EC%86%8C.jpg,372,276,,Choi Yoon-so
image_एलिजाबेथ_हर्ली.jpg,data/image_एलिजाबेथ_हर्ली.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bd/Hurley-husband.jpg,550,834,,एलिजाबेथ हर्ली
image_Bailiffgate_Museum.jpg,data/image_Bailiffgate_Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/6/67/Stella_Vine_2001.jpg,336,275,,Bailiffgate Museum
image_Colony_of_Virginia.jpg,data/image_Colony_of_Virginia.jpg,https://upload.wikimedia.org/wikipedia/commons/2/24/Virginiacolony.png,627,600,,Colony of Virginia
image_Szerb_dinár.jpg,data/image_Szerb_dinár.jpg,https://upload.wikimedia.org/wikipedia/commons/3/36/20RSD_Front.jpg,154,325,,Szerb dinár
image_وی_وی_براون.jpg,data/image_وی_وی_براون.jpg,https://upload.wikimedia.org/wikipedia/commons/0/09/VV_Brown_at_Bristol_O2_Academy_6.jpg,1024,680,,وی وی براون
image_西本願寺.jpg,data/image_西本願寺.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c8/Honganji_Daishoin_Plan.gif,266,200,,西本願寺
image_Шэран_Лектар.jpg,data/image_Шэран_Лектар.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5d/Sharon_Lechter_writer.png,468,434,,Шэран Лектар
image_Списък_на_фигурите_в_Анатомията_на_Грей__IX._Неврология.jpg,data/image_Списък_на_фигурите_в_Анатомията_на_Грей__IX._Неврология.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b4/Gray744.png,481,550,,Списък на фигурите в Анатомията на Грей: IX. Неврология
image_General_Service_Medal_(1918).jpg,data/image_General_Service_Medal_(1918).jpg,https://upload.wikimedia.org/wikipedia/commons/c/c3/General_Service_Medal%2C_Army_%26_RAF%2C_Obverse.jpg,599,334,,General Service Medal (1918)
image_TTL.jpg,data/image_TTL.jpg,https://upload.wikimedia.org/wikipedia/commons/5/50/TTL_Clock.jpg,474,340,,TTL
image_國立中山大學附屬國光高級中學.jpg,data/image_國立中山大學附屬國光高級中學.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3c/%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%B8%E9%99%84%E4%B8%AD%E6%A0%A1%E9%96%80.JPG,1410,1880,,國立中山大學附屬國光高級中學
image_Joseph_Boxhall.jpg,data/image_Joseph_Boxhall.jpg,https://upload.wikimedia.org/wikipedia/commons/7/71/Joseph_Groves_Boxhall.jpg,200,171,,Joseph Boxhall
image_1989년_혁명.jpg,data/image_1989년_혁명.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e6/Evstafiev-chechnya-women-pray.jpg,489,700,,1989년 혁명
image_Portsmouth_NSY.jpg,data/image_Portsmouth_NSY.jpg,http://upload.wikimedia.org/wikipedia/commons/4/49/Portsmouth_Naval_Shipyard.jpg,320,600,,Portsmouth NSY
image_Ikayaki.jpg,data/image_Ikayaki.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e1/Ikayaki.jpg,235,300,,Ikayaki
image_Uniforme_du_corps_diplomatique.jpg,data/image_Uniforme_du_corps_diplomatique.jpg,https://upload.wikimedia.org/wikipedia/commons/6/61/Hiroshi_Sait%C5%8D_at_the_diplomatic_reception_at_White_House.jpg,930,762,,Uniforme du corps diplomatique
"image_Sibalom,_Antique.jpg","data/image_Sibalom,_Antique.jpg",http://upload.wikimedia.org/wikipedia/commons/7/7e/Ph_locator_antique_sibalom.png,350,300,,"Sibalom, Antique"
image_Mohamed_Fadhel_Ben_Achour.jpg,data/image_Mohamed_Fadhel_Ben_Achour.jpg,http://upload.wikimedia.org/wikipedia/commons/0/03/Mohamed_Fadhel_Ben_Achour.jpg,175,151,,Mohamed Fadhel Ben Achour
image_중구_(대구광역시).jpg,data/image_중구_(대구광역시).jpg,https://upload.wikimedia.org/wikipedia/commons/f/fd/10%EA%B2%BD_%EC%84%9C%EB%AC%B8%EC%8B%9C%EC%9E%A5.jpg,453,680,,중구 (대구광역시)
image_Surfboard.jpg,data/image_Surfboard.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c0/Riley-longboard-classic2.jpg,131,450,,Surfboard
image_Legión_de_Honor.jpg,data/image_Legión_de_Honor.jpg,https://upload.wikimedia.org/wikipedia/commons/2/24/Premiere-legion-dhonneur.jpg,423,600,,Legión de Honor
image_Little_Egypt.jpg,data/image_Little_Egypt.jpg,https://upload.wikimedia.org/wikipedia/commons/9/92/Little_egypt_dancer.JPG,300,222,,Little Egypt
image_ರಾಷ್ಟ್ರೀಯ_ಹೆದ್ದಾರಿ_(ಭಾರತ).jpg,data/image_ರಾಷ್ಟ್ರೀಯ_ಹೆದ್ದಾರಿ_(ಭಾರತ).jpg,https://upload.wikimedia.org/wikipedia/commons/5/5e/Salem_NH47_trumpet_exchange.jpg,542,1384,,ರಾಷ್ಟ್ರೀಯ ಹೆದ್ದಾರಿ (ಭಾರತ)
image_Peter_Enckelman.jpg,data/image_Peter_Enckelman.jpg,https://upload.wikimedia.org/wikipedia/commons/3/35/Enckelman%2C_Peter_%283%29.jpg,494,259,,Peter Enckelman
image_Sonic_the_Hedgehog_2_(16-bit).jpg,data/image_Sonic_the_Hedgehog_2_(16-bit).jpg,https://upload.wikimedia.org/wikipedia/commons/e/ee/3_rotating_rings.gif,135,180,,Sonic the Hedgehog 2 (16-bit)
image_New_York_Dolls_(álbum).jpg,data/image_New_York_Dolls_(álbum).jpg,https://upload.wikimedia.org/wikipedia/commons/a/ab/New_York_Dolls_-_TopPop_1973_02.png,502,500,,New York Dolls (álbum)
image_Taxon.jpg,data/image_Taxon.jpg,https://upload.wikimedia.org/wikipedia/commons/a/ab/Hierarchical_clustering_diagram.png,344,433,,Taxon
image_Superphénix.jpg,data/image_Superphénix.jpg,https://upload.wikimedia.org/wikipedia/commons/3/38/Lionel_Jospin%2C_le_30_septembre_1997.jpg,302,240,,Superphénix
image_キャピトル東急ホテル.jpg,data/image_キャピトル東急ホテル.jpg,http://upload.wikimedia.org/wikipedia/commons/a/a9/Capitol_Tokyu_Hotel.JPG,640,480,,キャピトル東急ホテル
image_Heiligengeistfeld.jpg,data/image_Heiligengeistfeld.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e4/Hamburg_Dom_08.jpg,603,796,,Heiligengeistfeld
image_Семирамида.jpg,data/image_Семирамида.jpg,https://upload.wikimedia.org/wikipedia/commons/3/39/Great_Semiramis%2C_Queen_of_Assyria_-_Cesare_Saccaggi.jpg,1759,1042,,Семирамида
image_FN_CAL.jpg,data/image_FN_CAL.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9d/FN_CAL_close1.JPG,347,961,,FN CAL
image_보이테크.jpg,data/image_보이테크.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3d/Wojtek_at_Winfield_Aerodrome_on_Sunwick_Farm%2C_near_Hutton_in_Berwickshire_after_the_war.jpg,1300,1021,,보이테크
image_Madonna_(cantante).jpg,data/image_Madonna_(cantante).jpg,https://upload.wikimedia.org/wikipedia/commons/4/4c/MadonnaDrownedWorld8_cropped.jpg,368,240,,Madonna (cantante)
image_Curia_romană.jpg,data/image_Curia_romană.jpg,https://upload.wikimedia.org/wikipedia/commons/5/56/Curia_Iulia.JPG,513,532,,Curia romană
image_Gége.jpg,data/image_Gége.jpg,https://upload.wikimedia.org/wikipedia/commons/4/47/Larynx_endo_2.jpg,295,478,,Gége
image_Liakat_Ali_Xon.jpg,data/image_Liakat_Ali_Xon.jpg,https://upload.wikimedia.org/wikipedia/commons/8/88/Liaquat_Ali_Khan_1945.jpg,903,655,,Liakat Ali Xon
image_Հենրի_Ֆիլդինգ.jpg,data/image_Հենրի_Ֆիլդինգ.jpg,http://upload.wikimedia.org/wikipedia/commons/0/08/Henry_Fielding.png,258,213,,Հենրի Ֆիլդինգ
image_林周煥.jpg,data/image_林周煥.jpg,https://upload.wikimedia.org/wikipedia/commons/9/90/190502_MBC_%27%EC%9D%B4%EB%AA%BD%27_%EC%A0%9C%EC%9E%91%EB%B0%9C%ED%91%9C%ED%9A%8C_%EC%9E%84%EC%A3%BC%ED%99%98_%281%29.jpg,432,383,,林周煥
image_List_of_waterfalls_by_type.jpg,data/image_List_of_waterfalls_by_type.jpg,http://upload.wikimedia.org/wikipedia/commons/7/7e/Garganta_del_Diablo_or_Devil_Throat_Iguazu_Falls_Argentina_Luca_Galuzzi_2005.JPG,1333,2000,,List of waterfalls by type
image_黄志平.jpg,data/image_黄志平.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6d/Ng_Chee_Peng.jpg,600,400,,黄志平
image_Staphylococcus_epidermidis.jpg,data/image_Staphylococcus_epidermidis.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e0/Staphylococcus_epidermidis_01.png,412,700,,Staphylococcus epidermidis
image_Joliet_Army_Ammunition_Plant.jpg,data/image_Joliet_Army_Ammunition_Plant.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e1/Joliet_Arsenal_proposed_redevelopment_map.png,334,400,,Joliet Army Ammunition Plant
image_Tomášovo_evangelium.jpg,data/image_Tomášovo_evangelium.jpg,http://upload.wikimedia.org/wikipedia/commons/c/cf/Thomas_the_Apostle_mosaic.jpg,244,250,,Tomášovo evangelium
image_竹久夢二.jpg,data/image_竹久夢二.jpg,https://upload.wikimedia.org/wikipedia/commons/3/35/Sakurai_Yaeko.jpg,627,392,,竹久夢二
image_Evan_Stone.jpg,data/image_Evan_Stone.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0e/Evan_Stone_at_XRCO_Awards_2007_1.jpg,634,505,,Evan Stone
image_गुरु_नानक.jpg,data/image_गुरु_नानक.jpg,https://upload.wikimedia.org/wikipedia/commons/3/32/Guru_Nanak_Dev_Ji_at_Mecca.jpg,331,499,,गुरु नानक
image_フリッツ・ジュベール・デュケイン.jpg,data/image_フリッツ・ジュベール・デュケイン.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6f/Duquesne_1913.jpg,390,292,,フリッツ・ジュベール・デュケイン
image_Người_Tiều_(Việt_Nam).jpg,data/image_Người_Tiều_(Việt_Nam).jpg,https://upload.wikimedia.org/wikipedia/commons/f/f7/Trieu_Chau_Assembly_Hall.jpg,768,1024,,Người Tiều (Việt Nam)
image_이코마시.jpg,data/image_이코마시.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a4/Ikoma_montage.JPG,523,385,,이코마시
image_Synagogue_de_Göppingen_(1881-1938).jpg,data/image_Synagogue_de_Göppingen_(1881-1938).jpg,https://upload.wikimedia.org/wikipedia/commons/e/ec/Tanzer_-_1917.jpg,335,232,,Synagogue de Göppingen (1881-1938)
image_おっとっと.jpg,data/image_おっとっと.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b1/%E3%81%A9%E3%81%86%E3%81%B6%E3%81%A4%E3%81%AE%E3%81%AA%E3%81%8B%E3%81%BE%E3%81%8A%E3%81%A3%E3%81%A8%E3%81%A3%E3%81%A8.jpg,612,612,,おっとっと
image_Chymosine.jpg,data/image_Chymosine.jpg,https://upload.wikimedia.org/wikipedia/commons/3/36/4auc.jpg,797,1000,,Chymosine
image_Margarita_Mamun.jpg,data/image_Margarita_Mamun.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a9/Margarita_Mamun_%28cropped%29.jpg,499,329,,Margarita Mamun
image_Pikuach_nefesh.jpg,data/image_Pikuach_nefesh.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d2/Sabbath_elevator.jpg,1944,2592,,Pikuach nefesh
image_சூச்சிபாரா_அருவி.jpg,data/image_சூச்சிபாரா_அருவி.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fd/Soochipara_Falls%2C_Wayanad_Kerala%2C_2013_%28Landscape%29.jpeg,1936,2592,,சூச்சிபாரா அருவி
image_Cecil_Rhodes.jpg,data/image_Cecil_Rhodes.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e0/Rhodes_Arts_Complex_and_Bishop%27s_Stortford_Museum_-_geograph.org.uk_-_592543.jpg,480,640,,Cecil Rhodes
image_Cà_chua_nho.jpg,data/image_Cà_chua_nho.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f1/Grape_tomatoes_on_the_vine.JPG,800,1067,,Cà chua nho
image_Liludi_Dharati.jpg,data/image_Liludi_Dharati.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4a/Liludi_Dharati_Gujarati_novel_cover_page.jpg,599,417,,Liludi Dharati
image_Список_византийских_императоров.jpg,data/image_Список_византийских_императоров.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e1/Solidus_of_Anastasius_II.jpg,234,239,,Список византийских императоров
image_ボーイング727.jpg,data/image_ボーイング727.jpg,https://upload.wikimedia.org/wikipedia/commons/d/df/Trump-air2.jpg,448,1000,,ボーイング727
image_José_Rizal.jpg,data/image_José_Rizal.jpg,https://upload.wikimedia.org/wikipedia/commons/2/23/Theodora_alonzo_quintos.jpg,415,308,,José Rizal
image_Armada_India_Timur.jpg,data/image_Armada_India_Timur.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7d/EastIndiaman.jpg,540,400,,Armada India Timur
image_روہت_شیٹی.jpg,data/image_روہت_شیٹی.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9e/Ajay_Devgn_and_Rohit_Shetty.jpg,439,494,,روہت شیٹی
image_سونگ_می_لینگ.jpg,data/image_سونگ_می_لینگ.jpg,https://upload.wikimedia.org/wikipedia/commons/7/75/1943_Chiang_Kai-shek_and_Soong_May-ling.jpg,833,629,,سونگ می لینگ
image_ডগ_বলিঙ্গার.jpg,data/image_ডগ_বলিঙ্গার.jpg,https://upload.wikimedia.org/wikipedia/commons/4/41/Doug_Bollinger.jpg,500,410,,ডগ বলিঙ্গার
image_Въоръжени_сили_на_Италия.jpg,data/image_Въоръжени_сили_на_Италия.jpg,https://upload.wikimedia.org/wikipedia/commons/d/dc/2june2006_288.jpg,1200,1600,,Въоръжени сили на Италия
image_Ruta_del_ácido_shikímico.jpg,data/image_Ruta_del_ácido_shikímico.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a2/Rifamycin_biosynthesis.gif,563,833,,Ruta del ácido shikímico
image_City_of_Shepparton.jpg,data/image_City_of_Shepparton.jpg,https://upload.wikimedia.org/wikipedia/commons/0/04/Old_lgadot_Shepparton.png,179,250,,City of Shepparton
image_Spark-gap_transmitter.jpg,data/image_Spark-gap_transmitter.jpg,https://upload.wikimedia.org/wikipedia/commons/f/ff/Hertz_first_oscillator.png,233,1345,,Spark-gap transmitter
image_Dare_(La_La_La).jpg,data/image_Dare_(La_La_La).jpg,https://upload.wikimedia.org/wikipedia/commons/a/ad/Neymargoldenball.jpg,887,565,,Dare (La La La)
image_Erling_Mandelmann.jpg,data/image_Erling_Mandelmann.jpg,https://upload.wikimedia.org/wikipedia/commons/1/12/Georges_Simenon_%281963%29_by_Erling_Mandelmann.jpg,300,263,,Erling Mandelmann
image_阿爾卡特拉斯島.jpg,data/image_阿爾卡特拉斯島.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f7/Satellite_Image_of_Alcatraz.jpg,540,1059,,阿爾卡特拉斯島
image_Hydrophobe.jpg,data/image_Hydrophobe.jpg,https://upload.wikimedia.org/wikipedia/commons/3/34/150_deg_water_contact_angle.png,344,376,,Hydrophobe
image_安信源.jpg,data/image_安信源.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0d/Danny_Ahn_from_acrofan.jpg,321,281,,安信源
image_لا_تروشيتا.jpg,data/image_لا_تروشيتا.jpg,http://upload.wikimedia.org/wikipedia/commons/f/f0/IngenieroJacobacci112.JPG,2112,2816,,لا تروشيتا
image_Марко_Перкович.jpg,data/image_Марко_Перкович.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7d/M._P._Thompson.jpg,550,399,,Марко Перкович
image_1995.jpg,data/image_1995.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c0/Jerry-Garcia-01cropped.jpg,927,723,,1995
image_Pouter.jpg,data/image_Pouter.jpg,http://upload.wikimedia.org/wikipedia/commons/7/75/Pigmy_Pouter.jpg,873,796,,Pouter
image_Lamiales.jpg,data/image_Lamiales.jpg,https://upload.wikimedia.org/wikipedia/commons/2/20/Rosemaryflower.jpg,614,461,,Lamiales
image_برج_هانوی.jpg,data/image_برج_هانوی.jpg,http://upload.wikimedia.org/wikipedia/commons/6/60/Tower_of_Hanoi_4.gif,125,320,,برج هانوی
image_Lịch_sử_hội_họa.jpg,data/image_Lịch_sử_hội_họa.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cd/Zhao_Mengfu1.jpg,265,576,,Lịch sử hội họa
image_हेलेना.jpg,data/image_हेलेना.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6d/Constantine_and_Helena._Mosaic_in_Saint_Isaac%27s_Cathedral.jpg,550,349,,हेलेना
image_Cuina_medieval.jpg,data/image_Cuina_medieval.jpg,https://upload.wikimedia.org/wikipedia/commons/0/07/Tacuinum_Sanitatis-fishing_lamprey.jpg,444,378,,Cuina medieval
image_Dave_Henderson.jpg,data/image_Dave_Henderson.jpg,https://upload.wikimedia.org/wikipedia/commons/5/55/Dave_Henderson_1989.jpg,303,313,,Dave Henderson
image_კუვასი.jpg,data/image_კუვასი.jpg,https://upload.wikimedia.org/wikipedia/commons/7/76/Kuvasz_named_Kan.jpg,516,720,,კუვასი
image_Wolfgang_Lotz.jpg,data/image_Wolfgang_Lotz.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3c/Wolfgang_Lotz_-_1950.jpg,405,176,,Wolfgang Lotz
image_Jabiru_5100.jpg,data/image_Jabiru_5100.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fe/Jabiru5100-180hp.jpg,563,750,,Jabiru 5100
image_Woyzeck.jpg,data/image_Woyzeck.jpg,https://upload.wikimedia.org/wikipedia/commons/3/37/FOLIO4.jpg,568,395,,Woyzeck
image_เซลล์รับแสง.jpg,data/image_เซลล์รับแสง.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a6/ConeMosaics.jpg,338,600,,เซลล์รับแสง
image_HAL_Light_Combat_Helicopter.jpg,data/image_HAL_Light_Combat_Helicopter.jpg,https://upload.wikimedia.org/wikipedia/commons/d/dc/Lch.jpg,435,580,,HAL Light Combat Helicopter
image_Govinda_(actor).jpg,data/image_Govinda_(actor).jpg,https://upload.wikimedia.org/wikipedia/commons/f/f6/Govinda_snapped_at_trailer_launch_of_the_film_Fry_Day_%28cropped%29.jpg,234,223,,Govinda (actor)
image_S-Video.jpg,data/image_S-Video.jpg,http://upload.wikimedia.org/wikipedia/commons/6/6b/S.video.socket.png,174,246,,S-Video
image_抗微生物薬耐性.jpg,data/image_抗微生物薬耐性.jpg,https://upload.wikimedia.org/wikipedia/commons/5/54/WhatIsDrugResistance.gif,372,400,,抗微生物薬耐性
image_Air_India_Express_Flight_812.jpg,data/image_Air_India_Express_Flight_812.jpg,https://upload.wikimedia.org/wikipedia/commons/1/18/Bajpe_plane_crash_%2873%29.jpg,371,495,,Air India Express Flight 812
image_오니마루.jpg,data/image_오니마루.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9a/%E9%AC%BC%E4%B8%B8%E5%9B%BD%E7%BA%B2%E5%AE%9E%E7%89%A9.jpg,1045,587,,오니마루
image_girl_smiling.jpg,data/glassesgirl.jpg",,300,300,Girl smiling with glasses,glassesgirl
maleimagespecs.jpg,data/maleimagespecs.jpg,,400,250,male with glasses,maleimagespecs